1,54.259636,55.974216,55.590260,55.587624,2045991010
2,53.205944,56.710835,55.587322,53.817482,3019889902
3,51.648445,54.272400,53.817410,53.819622,2580300879
4,51.606560,55.007088,53.819469,54.499104,3050534139
5,54.501873,59.223793,54.501873,58.678497,3250514599
6,58.465351,63.280354,58.676193,63.131111,4083503373
7,57.592213,64.402084,63.131111,59.143646,4320946722
8,58.881237,61.812820,59.143646,61.055046,2560316021
9,57.842327,61.776428,61.055016,59.363884,2791720300
10,57.597496,59.657387,59.365467,58.237343,2269831643
11,58.204983,60.548317,58.237267,59.515030,2580790979
12,58.305347,60.449734,59.514549,60.365379,2506731801
13,60.311874,66.021179,60.364937,65.457199,4324936978
14,61.926991,65.836067,65.457199,63.774151,2879859655
15,61.234520,64.146866,63.774155,62.279922,2565763410
16,62.171036,71.997322,62.279919,71.326248,5089779254
17,71.234772,76.434593,73.501122,75.852341,5781117491
18,69.628525,76.447357,75.849861,73.694939,6120728271
19,71.796600,83.212341,73.695679,81.683670,6615851204
20,80.265350,85.174995,81.683632,82.583153,6264878329
21,80.650879,88.003593,82.583153,86.410118,6565673514
22,79.646095,87.643806,86.410118,82.704208,6285046852
23,81.185165,90.164413,82.704285,89.039314,7198913664
24,86.831665,93.576019,89.032753,89.205376,7748145325
25,79.864098,90.411552,89.203506,81.880127,6033297331
26,65.225349,83.072678,81.875198,70.865723,8965913476
27,65.952522,73.463661,70.884369,69.123871,5874999214
28,68.552994,74.833565,69.131828,72.692963,4784394518
29,71.732857,80.783401,72.699623,79.235069,5314384738
30,77.067017,88.128998,79.210464,87.574631,6812463307
31,81.314209,92.276779,87.576599,85.435768,9818290618
32,83.395226,90.105362,85.437561,88.856514,7713268210
33,85.807320,91.123352,88.876465,89.098969,6014261404
34,78.769203,89.602104,89.103928,80.017075,5444117736
35,79.154488,84.168556,80.007393,83.118729,4517680975
36,80.602432,85.037163,83.115913,83.555336,3454805957
37,81.933228,86.726448,83.545494,83.624062,4312326196
38,75.976501,84.714005,83.616470,76.748657,4230876095
39,72.618980,78.099937,76.738403,77.410980,4239672634
40,73.471329,77.575325,77.412209,74.829559,3007098971
41,70.231308,74.854874,74.825752,72.087334,3761860017
42,72.078712,77.519981,72.078712,76.706894,2966684035
43,75.659302,83.889015,76.713165,82.000641,3845040543
44,79.426796,82.874458,82.029449,82.363159,3459910049
45,80.699722,84.708344,82.364372,81.400673,3727495996
46,79.032356,92.846069,81.411545,92.789688,6152647270
47,91.140778,109.234642,92.799393,100.959572,11165000706
48,99.550888,112.250755,100.989052,109.384506,10096427749
49,105.686012,123.755432,109.365532,120.558907,9859343632
50,110.772957,122.735420,120.492813,114.665993,8652067110
51,101.599091,118.015129,114.668312,105.005394,9903839433
52,98.868668,114.029572,104.950577,113.680367,11221164987
53,96.269661,116.887657,113.678970,101.817062,12287537836
54,99.606331,111.932869,101.895035,111.565399,10108653753
55,108.585609,128.025894,111.511726,126.983597,11678543063
56,125.133560,134.735138,127.079193,129.459198,12680207148
57,123.097404,138.319717,129.456619,127.516968,14103307412
58,127.071342,136.185074,127.588303,130.050339,10248729547
59,121.187202,130.608582,130.033264,129.040802,9160551332
60,123.444344,132.450119,129.061859,129.466080,8127317345
61,123.036484,130.166245,129.480286,124.690323,6274573135
62,123.328079,133.185760,124.672768,126.230347,7326980728
63,123.693619,140.372574,126.272964,136.944885,10532067985
64,135.739914,163.898636,136.949402,160.190582,15385661271
65,143.623962,173.027817,160.271164,154.807327,13659785704
66,147.400070,162.850189,154.897552,158.594772,10192818976
67,155.452866,169.657455,158.665970,169.016922,10743884477
68,162.806549,180.873383,169.068222,169.615952,13099581396
69,151.650253,181.766632,169.641525,173.279877,14705614969
70,164.152481,179.090073,173.253754,177.483932,11136779198
71,163.784790,185.780350,177.477188,171.114838,12774461582
72,114.956459,171.094833,171.094833,139.252228,17994263494
73,128.926590,146.716385,139.079987,132.635910,11898878222
74,126.862045,147.877899,132.658936,147.421341,8421748673
75,144.182785,156.566925,147.379745,152.084579,8271411810
76,132.193329,155.117233,152.111526,144.237549,8416625031
77,140.002014,152.060822,144.188187,144.265427,7183807955
78,137.069504,146.824234,144.224838,142.430817,6098835633
79,138.811432,154.525696,142.434647,152.144089,6640211538
80,150.487885,165.924301,152.197556,153.487427,9314780275
81,139.092697,156.138489,153.356094,149.931427,9002037330
82,126.234200,149.944092,149.944092,130.133499,8703006148
83,123.646927,141.015503,130.073837,137.271454,8550579025
