1,1.000120,1.000539,1.000200,1.000379,34361640768
2,1.000094,1.000652,1.000379,1.000523,47077503200
3,0.999929,1.000772,1.000523,1.000552,45019168827
4,1.000046,1.001127,1.000552,1.001079,51351488942
5,1.000376,1.001119,1.001079,1.000420,50361326125
6,0.999614,1.000805,1.000420,1.000296,52898738178
7,1.000108,1.001847,1.000296,1.001576,56226369647
8,1.000454,1.001777,1.001576,1.000846,36518314883
9,1.000504,1.001397,1.000846,1.000653,46110330836
10,1.000358,1.001292,1.000653,1.001127,38577912936
11,1.000797,1.001454,1.001127,1.000985,42668662479
12,1.000421,1.001436,1.000985,1.000509,43616955783
13,1.000189,1.001070,1.000509,1.000345,43464032776
14,0.999305,1.000565,1.000345,1.000288,37625148237
15,0.999994,1.000811,1.000288,1.000647,34845215193
16,1.000209,1.000921,1.000647,1.000412,43959721427
17,0.999833,1.000867,1.000443,1.000840,55094987084
18,1.000009,1.001341,1.000840,1.000399,68784549701
19,0.999867,1.000828,1.000399,1.000781,53334422091
20,1.000212,1.000862,1.000781,1.000427,58285960281
21,0.998639,1.000499,1.000427,0.998874,77062206041
22,0.998021,1.000459,0.998874,0.999203,80187383235
23,0.999058,1.000679,0.999203,1.000092,85808045491
24,0.998834,1.001083,1.000156,0.999808,99911012514
25,0.999456,1.001169,0.999805,1.000053,86889311262
26,0.999624,1.002408,1.000021,1.002035,114616849233
27,1.000664,1.002112,1.001955,1.001200,71012323469
28,1.000898,1.001583,1.001181,1.001001,59622219575
29,1.000599,1.001338,1.000981,1.000890,56283936388
30,0.999980,1.001167,1.000928,1.000377,78422057481
31,0.999744,1.001828,1.000369,1.001323,91231924619
32,1.000244,1.001534,1.001335,1.000671,65320503081
33,1.000390,1.001201,1.000534,1.000840,53438971741
34,0.999927,1.001213,1.000829,1.000237,57391362137
35,0.999982,1.000792,1.000206,1.000545,46459783524
36,1.000310,1.001291,1.000575,1.001203,41702527218
37,1.000242,1.001264,1.001191,1.000571,41553114205
38,0.999504,1.000639,1.000518,0.999706,51018510966
39,0.999579,1.001281,0.999741,1.000384,58645762362
40,0.999717,1.000717,1.000375,1.000253,42906892986
41,0.999685,1.000519,1.000247,1.000458,46855379778
42,1.000351,1.000933,1.000461,1.000464,37175152958
43,0.999839,1.000651,1.000450,0.999952,39919658599
44,0.999649,1.000414,0.999942,0.999932,34855969067
45,0.999876,1.001132,0.999932,1.000917,41060539775
46,0.997685,1.002178,1.000918,0.999979,65892006749
47,0.997718,1.000509,1.000001,0.999838,107057692974
48,0.999559,1.000938,0.999844,1.000868,68567341447
49,1.000440,1.001231,1.000873,1.000499,59773866553
50,0.999514,1.000511,1.000460,0.999643,62633975828
51,0.998288,1.000198,0.999668,0.999827,70204823309
52,0.998857,1.000339,0.999928,0.999641,72277839948
53,0.999074,1.000226,0.999687,0.999426,85019037325
54,0.997893,1.000010,0.999399,0.999931,70696999694
55,0.999200,1.000277,0.999909,1.000168,69379207764
56,0.998318,1.000211,1.000211,0.998481,70249332948
57,0.996489,0.999145,0.998463,0.998854,95264858228
58,0.997324,0.999239,0.998833,0.998603,76757036205
59,0.998371,0.999054,0.998614,0.998590,76792619209
60,0.998586,1.000400,0.998635,1.000275,72666964921
61,0.999462,1.000752,1.000291,1.000598,61468463255
62,1.000608,1.002052,1.000614,1.001916,60509986287
63,0.999541,1.001991,1.001888,1.000600,87333964442
64,0.999169,1.001902,1.000427,1.000514,120425679796
65,0.999430,1.002994,1.000500,1.000128,125906387011
66,0.999844,1.002832,1.000174,1.002202,101918715244
67,0.999568,1.002825,1.002229,1.001528,116105139289
68,0.999070,1.002573,1.001448,1.000400,129467601516
69,0.999135,1.001178,1.000365,1.000045,131555961745
70,0.999637,1.003157,1.000014,1.002947,103292241007
71,0.998540,1.002926,1.002924,1.000223,135437984723
72,0.993953,1.001090,1.000252,1.000587,180779058885
73,0.999028,1.001289,1.000592,1.000414,117509616511
74,0.999226,1.001060,1.000491,1.000017,98217076295
75,0.998922,1.000870,1.000020,0.998964,97567813514
76,0.998564,1.000167,0.998977,0.999845,112214718054
77,0.999424,1.001532,0.999835,1.000195,101603530718
78,0.999212,1.000723,1.000227,1.000414,91132972168
79,0.999841,1.001132,1.000412,1.000804,81024209658
80,1.000092,1.002276,1.000769,1.000436,103734629698
81,0.998861,1.000855,1.000413,1.000686,115893865966
82,0.998144,1.000819,1.000697,0.999696,125636003892
83,0.999260,1.001611,0.999754,1.001350,121548669235
84,1.000480,1.001907,1.001362,1.000555,80722167203
85,1.000276,1.003127,1.000555,1.001417,84413124756
86,0.999651,1.002070,1.001454,0.999971,101158851200
87,0.999916,1.001826,0.999953,1.001081,101647526020
88,1.000407,1.002204,1.001102,1.001764,105901637306
89,1.000886,1.002336,1.001774,1.001079,109308013592
90,1.000008,1.003223,1.001297,1.000486,183670639698
91,0.999911,1.001333,1.000483,1.001243,115648742489
92,1.000262,1.001312,1.001220,1.000808,101327508212
93,0.999698,1.001162,1.000838,1.000645,117812471778
94,1.000367,1.001785,1.000645,1.001427,112355343051
95,1.000786,1.002326,1.001389,1.001013,106216534834
96,1.000509,1.001532,1.000989,1.000804,130071476669
97,0.999962,1.001574,1.000788,1.000131,116242339499
98,1.000068,1.002163,1.000127,1.001129,121039422025
99,1.000308,1.001482,1.001124,1.001211,130348566847
100,1.000291,1.003143,1.001241,1.001044,156718232410
101,1.000438,1.002882,1.001082,1.001232,155577364901
102,1.000323,1.001703,1.001268,1.000722,167294523848
103,1.000240,1.001316,1.000701,1.000367,144658901916
