1,0.002561,0.002590,0.002576,0.002582,45528682
2,0.002515,0.002592,0.002582,0.002517,50142376
3,0.002452,0.002530,0.002517,0.002528,62871653
4,0.002497,0.002558,0.002528,0.002533,52552651
5,0.002496,0.002639,0.002533,0.002617,31611963
6,0.002608,0.002801,0.002617,0.002760,54267546
7,0.002612,0.002819,0.002760,0.002671,44610219
8,0.002658,0.002742,0.002671,0.002711,22754531
9,0.002663,0.002786,0.002711,0.002670,28124348
10,0.002655,0.002851,0.002670,0.002753,39633173
11,0.002753,0.002837,0.002753,0.002769,33138759
12,0.002747,0.002791,0.002769,0.002779,24028261
13,0.002777,0.002836,0.002779,0.002821,29217750
14,0.002721,0.002821,0.002821,0.002773,30334380
15,0.002739,0.002813,0.002773,0.002775,25131683
16,0.002757,0.003009,0.002775,0.002886,52063283
17,0.002886,0.002976,0.002908,0.002936,46631464
18,0.002855,0.002999,0.002936,0.002909,49460064
19,0.002868,0.002960,0.002909,0.002911,40330643
20,0.002908,0.003011,0.002911,0.002984,57656465
21,0.002984,0.003549,0.002984,0.003507,162641694
22,0.003181,0.003660,0.003507,0.003329,121660410
23,0.003232,0.003648,0.003329,0.003648,101561039
24,0.003579,0.004204,0.003645,0.004204,266716036
25,0.003642,0.004256,0.004200,0.003727,174459927
26,0.002980,0.003793,0.003727,0.003250,175520294
27,0.003093,0.003355,0.003250,0.003275,92323023
28,0.003247,0.003470,0.003275,0.003405,58033650
29,0.003358,0.003530,0.003405,0.003448,46319972
30,0.003414,0.003580,0.003448,0.003551,68622736
31,0.003269,0.003572,0.003551,0.003335,80163603
32,0.003293,0.003436,0.003335,0.003374,58705661
33,0.003352,0.003500,0.003375,0.003428,47907032
34,0.003285,0.003447,0.003429,0.003298,45062222
35,0.003268,0.003414,0.003297,0.003397,43386583
36,0.003343,0.003442,0.003397,0.003388,40936574
37,0.003320,0.003400,0.003388,0.003342,36923814
38,0.003138,0.003361,0.003343,0.003179,52702701
39,0.003016,0.003182,0.003179,0.003158,45746722
40,0.003066,0.003165,0.003158,0.003105,33740988
41,0.003009,0.003110,0.003105,0.003079,41712942
42,0.003075,0.003184,0.003079,0.003163,35466155
43,0.003153,0.003274,0.003164,0.003256,37464323
44,0.003199,0.003279,0.003256,0.003231,36238516
45,0.003178,0.003250,0.003230,0.003206,37127782
46,0.003186,0.003422,0.003205,0.003416,50989880
47,0.003406,0.004113,0.003416,0.003730,172736659
48,0.003618,0.003970,0.003730,0.003858,101799430
49,0.003810,0.004018,0.003859,0.003927,98447179
50,0.003827,0.004678,0.003926,0.004625,508066004
51,0.004363,0.005406,0.004627,0.004787,664160057
52,0.004370,0.004843,0.004784,0.004508,239288785
53,0.003640,0.004735,0.004508,0.003768,205080908
54,0.003697,0.004577,0.003768,0.004570,143405580
55,0.004395,0.004613,0.004570,0.004582,136819917
56,0.004423,0.004640,0.004581,0.004494,151728507
57,0.004429,0.004805,0.004493,0.004548,154526399
58,0.004523,0.004716,0.004548,0.004592,99641525
59,0.004278,0.004608,0.004592,0.004486,90876497
60,0.004453,0.004703,0.004487,0.004636,94834499
61,0.004553,0.004743,0.004636,0.004682,85498337
62,0.004615,0.005685,0.004681,0.005685,228961515
63,0.005584,0.013698,0.005686,0.010615,3421562680
64,0.009409,0.013867,0.010602,0.009771,2707003608
65,0.007878,0.011421,0.009785,0.009767,1372398979
66,0.008972,0.010219,0.009767,0.009920,687256067
67,0.009685,0.010854,0.009923,0.010465,749915516
68,0.009162,0.010532,0.010454,0.009742,520644706
69,0.008986,0.010285,0.009743,0.009846,394462164
70,0.009740,0.010740,0.009833,0.010194,485842353
71,0.009177,0.010867,0.010193,0.009860,458583519
72,0.006770,0.009858,0.009858,0.008835,637956958
73,0.007904,0.009145,0.008830,0.008063,333308457
74,0.007787,0.008646,0.008062,0.008616,240079033
75,0.008349,0.010030,0.008619,0.009397,428369039
76,0.008460,0.009796,0.009389,0.009369,398965925
77,0.009140,0.009531,0.009367,0.009265,258630480
78,0.008841,0.009367,0.009263,0.009067,254487989
79,0.008981,0.009295,0.009070,0.009171,205025648
80,0.009020,0.009613,0.009172,0.009098,249242632
81,0.008529,0.009153,0.009096,0.009060,220205442
